human_rights_un_fin_jf_64kb_0001	Yhdistyneiden kansakuntien kolmas yleiskokous hyväksyi ja julkisti ihmisoikeuksien yleismaailmallisen julistuksen joulukuun 10.
human_rights_un_fin_jf_64kb_0349	Jokaisella ihmisellä on velvollisuuksia yhteiskuntaa kohtaan, koska vainsen puitteissa hänen yksilöllisen olemuksensa vapaa ja täysi kehitys onmahdollinen.
human_rights_un_fin_jf_64kb_0350	2.
human_rights_un_fin_jf_64kb_0351	Käyttäessään oikeuksiaan ja nauttiessaan vapauksiaan kukaan ei olemuiden kuin sellaisten lailla säädettyjen rajoitusten alainen, joidenyksinomaisena tarkoituksena on turvata toisten oikeuksien ja vapauksientunnustaminen ja kunnioittaminen sekä moraalin, julkisen järjestyksen jayleisen hyvinvoinnin oikeutetut vaatimukset kansanvaltaisessayhteiskunnassa.
human_rights_un_fin_jf_64kb_0352	3.
human_rights_un_fin_jf_64kb_0353	Näitä oikeuksia ja vapauksia ei missään tapauksessa saa käyttää vastoin
human_rights_un_fin_jf_64kb_0354	Yhdistyneiden Kansakuntien päämääriä ja periaatteita.
human_rights_un_fin_jf_64kb_0355	30.
human_rights_un_fin_jf_64kb_0356	artikla.
human_rights_un_fin_jf_64kb_0357	30.
human_rights_un_fin_jf_64kb_0358	artikla.
human_rights_un_fin_jf_64kb_0359	30.
human_rights_un_fin_jf_64kb_0360	artikla.
human_rights_un_fin_jf_64kb_0361	30.
human_rights_un_fin_jf_64kb_0362	artikla.
human_rights_un_fin_jf_64kb_0363	Mitään tässä julistuksessa ei saa tulkita niin, että valtio, ryhmä tai yksityinenhenkilö voi sen perusteella katsoa oikeudekseen tehdä sellaista, mikä voisihävittää tässä määriteltyjä oikeuksia ja vapauksia.
