fin_0001	yhdist̪yneiden kɑnsɑkunt̪ien kolmɑs yleiskokous hyʋæksyi jɑ julkist̪i ihmisoikeuksien yleismɑɑilmɑllisen julist̪uksen joulukuun
fin_0328	jokɑisellɑ on oikeus ʋɑpɑɑst̪i osɑllist̪uɑ yht̪eiskunnɑn siʋist̪yselæmæænnɑut̪t̪iɑ t̪ɑit̪eist̪ɑ sekæ pææst̪æ osɑlliseksi t̪iet̪een edist̪yksen mukɑnɑɑnt̪uomist̪ɑ eduist̪ɑ
fin_0329	
fin_0330	jokɑisellɑ on oikeus niiden henkist̪en jɑ ɑineellist̪en et̪ujen suojɑɑmiseenjot̪kɑ joht̪uʋɑt̪ hænen luomɑst̪ɑɑn t̪iet̪eellisest̪æ kirjɑllisest̪ɑ t̪ɑi t̪ɑit̪eellisest̪ɑt̪uot̪ɑnnost̪ɑ
fin_0331	
fin_0332	ɑrt̪iklɑ
fin_0333	
fin_0334	ɑrt̪iklɑ
fin_0335	
fin_0336	ɑrt̪iklɑ
fin_0337	
fin_0338	ɑrt̪iklɑ
fin_0339	jokɑisellɑ on oikeus sellɑiseen yht̪eiskunnɑlliseen jɑ kɑnsɑinʋæliseenjærjest̪ykseen jonkɑ puit̪t̪eissɑ t̪æssæ julist̪uksessɑ esit̪et̪yt̪ oikeudet̪ jɑʋelʋollisuudet̪ ʋoiʋɑt̪ t̪æysin t̪ot̪eut̪uɑ
fin_0340	
fin_0341	ɑrt̪iklɑ
fin_0342	
fin_0343	ɑrt̪iklɑ
fin_0344	
fin_0345	ɑrt̪iklɑ
fin_0346	
fin_0347	ɑrt̪iklɑ
fin_0348	
fin_0349	jokɑisellɑ ihmisellæ on ʋelʋollisuuksiɑ yht̪eiskunt̪ɑɑ koht̪ɑɑn koskɑ ʋɑinsen puit̪t̪eissɑ hænen yksiløllisen olemuksensɑ ʋɑpɑɑ jɑ t̪æysi kehit̪ys onmɑhdollinen
fin_0350	
fin_0351	kæyt̪t̪æessææn oikeuksiɑɑn jɑ nɑut̪t̪iessɑɑn ʋɑpɑuksiɑɑn kukɑɑn ei olemuiden kuin sellɑist̪en lɑillɑ sæædet̪t̪yjen rɑjoit̪ust̪en ɑlɑinen joidenyksinomɑisenɑ t̪ɑrkoit̪uksenɑ on t̪urʋɑt̪ɑ t̪oist̪en oikeuksien jɑ ʋɑpɑuksient̪unnust̪ɑminen jɑ kunnioit̪t̪ɑminen sekæ morɑɑlin julkisen jærjest̪yksen jɑyleisen hyʋinʋoinnin oikeut̪et̪ut̪ ʋɑɑt̪imukset̪ kɑnsɑnʋɑlt̪ɑisessɑyht̪eiskunnɑssɑ
fin_0352	
fin_0353	næit̪æ oikeuksiɑ jɑ ʋɑpɑuksiɑ ei missææn t̪ɑpɑuksessɑ sɑɑ kæyt̪t̪ææ ʋɑst̪oin
fin_0354	yhdist̪yneiden kɑnsɑkunt̪ien pææmææriæ jɑ periɑɑt̪t̪eit̪ɑ
fin_0355	
fin_0356	ɑrt̪iklɑ
fin_0357	
fin_0358	ɑrt̪iklɑ
fin_0359	
fin_0360	ɑrt̪iklɑ
fin_0361	
fin_0362	ɑrt̪iklɑ
fin_0363	mit̪ææn t̪æssæ julist̪uksessɑ ei sɑɑ t̪ulkit̪ɑ niin et̪t̪æ ʋɑlt̪io ryhmæ t̪ɑi yksit̪yinenhenkilø ʋoi sen perust̪eellɑ kɑt̪soɑ oikeudekseen t̪ehdæ sellɑist̪ɑ mikæ ʋoisihæʋit̪t̪ææ t̪æssæ mæærit̪elt̪yjæ oikeuksiɑ jɑ ʋɑpɑuksiɑ
